"REF_DATE","GEO","DGUID","Vehicle type","Origin of manufacture","Sales","Seasonal adjustment","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"1992-07","Canada","2016A000011124","Total, new motor vehicles","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v42169911","1.1.1.1.1","110326","","","","0"
"1992-08","Canada","2016A000011124","Total, new motor vehicles","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v42169911","1.1.1.1.1","97489","","","","0"
"1992-09","Canada","2016A000011124","Total, new motor vehicles","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v42169911","1.1.1.1.1","103782","","","","0"
"1992-10","Canada","2016A000011124","Total, new motor vehicles","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v42169911","1.1.1.1.1","96567","","","","0"
"1992-11","Canada","2016A000011124","Total, new motor vehicles","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v42169911","1.1.1.1.1","88063","","","","0"
"1992-12","Canada","2016A000011124","Total, new motor vehicles","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v42169911","1.1.1.1.1","83945","","","","0"
"1993-01","Canada","2016A000011124","Total, new motor vehicles","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v42169911","1.1.1.1.1","68290","","","","0"
"1993-02","Canada","2016A000011124","Total, new motor vehicles","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v42169911","1.1.1.1.1","68765","","","","0"
"1993-03","Canada","2016A000011124","Total, new motor vehicles","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v42169911","1.1.1.1.1","113520","","","","0"
"1993-04","Canada","2016A000011124","Total, new motor vehicles","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v42169911","1.1.1.1.1","123786","","","","0"
"1993-05","Canada","2016A000011124","Total, new motor vehicles","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v42169911","1.1.1.1.1","128404","","","","0"
"1993-06","Canada","2016A000011124","Total, new motor vehicles","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v42169911","1.1.1.1.1","119001","","","","0"
"1993-07","Canada","2016A000011124","Total, new motor vehicles","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v42169911","1.1.1.1.1","107933","","","","0"
"1993-08","Canada","2016A000011124","Total, new motor vehicles","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v42169911","1.1.1.1.1","96017","","","","0"
"1993-09","Canada","2016A000011124","Total, new motor vehicles","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v42169911","1.1.1.1.1","94832","","","","0"
"1993-10","Canada","2016A000011124","Total, new motor vehicles","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v42169911","1.1.1.1.1","95386","","","","0"
"1993-11","Canada","2016A000011124","Total, new motor vehicles","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v42169911","1.1.1.1.1","94665","","","","0"
"1993-12","Canada","2016A000011124","Total, new motor vehicles","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v42169911","1.1.1.1.1","82335","","","","0"
"1994-01","Canada","2016A000011124","Total, new motor vehicles","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v42169911","1.1.1.1.1","76528","","","","0"
"1994-02","Canada","2016A000011124","Total, new motor vehicles","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v42169911","1.1.1.1.1","81981","","","","0"
"1994-03","Canada","2016A000011124","Total, new motor vehicles","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v42169911","1.1.1.1.1","123663","","","","0"
"1994-04","Canada","2016A000011124","Total, new motor vehicles","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v42169911","1.1.1.1.1","125672","","","","0"
"1994-05","Canada","2016A000011124","Total, new motor vehicles","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v42169911","1.1.1.1.1","135452","","","","0"
"1994-06","Canada","2016A000011124","Total, new motor vehicles","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v42169911","1.1.1.1.1","134896","","","","0"
"1994-07","Canada","2016A000011124","Total, new motor vehicles","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v42169911","1.1.1.1.1","102422","","","","0"
"1994-08","Canada","2016A000011124","Total, new motor vehicles","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v42169911","1.1.1.1.1","93723","","","","0"
"1994-09","Canada","2016A000011124","Total, new motor vehicles","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v42169911","1.1.1.1.1","100080","","","","0"
"1994-10","Canada","2016A000011124","Total, new motor vehicles","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v42169911","1.1.1.1.1","103460","","","","0"
"1994-11","Canada","2016A000011124","Total, new motor vehicles","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v42169911","1.1.1.1.1","97197","","","","0"
"1994-12","Canada","2016A000011124","Total, new motor vehicles","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v42169911","1.1.1.1.1","84982","","","","0"
"1995-01","Canada","2016A000011124","Total, new motor vehicles","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v42169911","1.1.1.1.1","74721","","","","0"
"1995-02","Canada","2016A000011124","Total, new motor vehicles","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v42169911","1.1.1.1.1","76964","","","","0"
"1995-03","Canada","2016A000011124","Total, new motor vehicles","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v42169911","1.1.1.1.1","109830","","","","0"
"1995-04","Canada","2016A000011124","Total, new motor vehicles","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v42169911","1.1.1.1.1","102986","","","","0"
"1995-05","Canada","2016A000011124","Total, new motor vehicles","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v42169911","1.1.1.1.1","125381","","","","0"
"1995-06","Canada","2016A000011124","Total, new motor vehicles","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v42169911","1.1.1.1.1","122535","","","","0"
"1995-07","Canada","2016A000011124","Total, new motor vehicles","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v42169911","1.1.1.1.1","93041","","","","0"
"1995-08","Canada","2016A000011124","Total, new motor vehicles","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v42169911","1.1.1.1.1","98953","","","","0"
"1995-09","Canada","2016A000011124","Total, new motor vehicles","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v42169911","1.1.1.1.1","100351","","","","0"
"1995-10","Canada","2016A000011124","Total, new motor vehicles","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v42169911","1.1.1.1.1","94070","","","","0"
"1995-11","Canada","2016A000011124","Total, new motor vehicles","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v42169911","1.1.1.1.1","87890","","","","0"
"1995-12","Canada","2016A000011124","Total, new motor vehicles","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v42169911","1.1.1.1.1","79813","","","","0"
"1996-01","Canada","2016A000011124","Total, new motor vehicles","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v42169911","1.1.1.1.1","73765","","","","0"
"1996-02","Canada","2016A000011124","Total, new motor vehicles","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v42169911","1.1.1.1.1","81180","","","","0"
"1996-03","Canada","2016A000011124","Total, new motor vehicles","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v42169911","1.1.1.1.1","105370","","","","0"
"1996-04","Canada","2016A000011124","Total, new motor vehicles","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v42169911","1.1.1.1.1","104783","","","","0"
"1996-05","Canada","2016A000011124","Total, new motor vehicles","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v42169911","1.1.1.1.1","125989","","","","0"
"1996-06","Canada","2016A000011124","Total, new motor vehicles","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v42169911","1.1.1.1.1","122206","","","","0"
"1996-07","Canada","2016A000011124","Total, new motor vehicles","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v42169911","1.1.1.1.1","100108","","","","0"
"1996-08","Canada","2016A000011124","Total, new motor vehicles","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v42169911","1.1.1.1.1","94134","","","","0"
"1996-09","Canada","2016A000011124","Total, new motor vehicles","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v42169911","1.1.1.1.1","95276","","","","0"
"1996-10","Canada","2016A000011124","Total, new motor vehicles","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v42169911","1.1.1.1.1","108552","","","","0"
"1996-11","Canada","2016A000011124","Total, new motor vehicles","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v42169911","1.1.1.1.1","97327","","","","0"
"1996-12","Canada","2016A000011124","Total, new motor vehicles","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v42169911","1.1.1.1.1","95867","","","","0"
"1997-01","Canada","2016A000011124","Total, new motor vehicles","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v42169911","1.1.1.1.1","80002","","","","0"
"1997-02","Canada","2016A000011124","Total, new motor vehicles","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v42169911","1.1.1.1.1","89210","","","","0"
"1997-03","Canada","2016A000011124","Total, new motor vehicles","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v42169911","1.1.1.1.1","123276","","","","0"
"1997-04","Canada","2016A000011124","Total, new motor vehicles","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v42169911","1.1.1.1.1","135184","","","","0"
"1997-05","Canada","2016A000011124","Total, new motor vehicles","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v42169911","1.1.1.1.1","147753","","","","0"
"1997-06","Canada","2016A000011124","Total, new motor vehicles","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v42169911","1.1.1.1.1","136006","","","","0"
"1997-07","Canada","2016A000011124","Total, new motor vehicles","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v42169911","1.1.1.1.1","121096","","","","0"
"1997-08","Canada","2016A000011124","Total, new motor vehicles","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v42169911","1.1.1.1.1","111157","","","","0"
"1997-09","Canada","2016A000011124","Total, new motor vehicles","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v42169911","1.1.1.1.1","113716","","","","0"
"1997-10","Canada","2016A000011124","Total, new motor vehicles","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v42169911","1.1.1.1.1","118395","","","","0"
"1997-11","Canada","2016A000011124","Total, new motor vehicles","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v42169911","1.1.1.1.1","112385","","","","0"
"1997-12","Canada","2016A000011124","Total, new motor vehicles","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v42169911","1.1.1.1.1","136200","","","","0"
"1998-01","Canada","2016A000011124","Total, new motor vehicles","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v42169911","1.1.1.1.1","77409","","","","0"
"1998-02","Canada","2016A000011124","Total, new motor vehicles","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v42169911","1.1.1.1.1","86860","","","","0"
